,step,train_loss,test_loss,train_accuracy,test_accuracy
90,4550,0.20161788,0.17814095,0.93920004,0.9452
91,4600,0.181023,0.170302,0.94240004,0.94600004
92,4650,0.17386487,0.1615385,0.94600004,0.95030004
93,4700,0.17802377,0.17363842,0.94400007,0.94690007
94,4750,0.1298098,0.16999075,0.95960003,0.94720006
95,4800,0.11177184,0.18484567,0.96840006,0.94310004
96,4850,0.16601916,0.16586542,0.94560003,0.9495
97,4900,0.14309554,0.1593745,0.95480007,0.95140004
98,4950,0.17002428,0.15788461,0.94360006,0.95030004
99,5000,0.1781504,0.16050756,0.94280005,0.94960004
100,5050,0.15369602,0.17413026,0.9552,0.94740003
101,5100,0.17506047,0.15306626,0.94720006,0.95330006
102,5150,0.17305313,0.15426351,0.94960004,0.95110005
103,5200,0.13970646,0.15910748,0.95400006,0.94960004
104,5250,0.13971585,0.1523388,0.95720005,0.9506
105,5300,0.13126205,0.1534446,0.96040004,0.95150006
106,5350,0.15182024,0.14811869,0.95480007,0.95370007
107,5400,0.15107796,0.14783004,0.95440006,0.95350003
108,5450,0.15940446,0.14816229,0.95040005,0.95290005
109,5500,0.12558353,0.14823538,0.96400005,0.95370007
110,5550,0.17069021,0.14948821,0.9524,0.95470005
111,5600,0.14250572,0.14751863,0.95480007,0.95370007
112,5650,0.14616074,0.14815032,0.95120007,0.95280004
113,5700,0.15414391,0.14728838,0.95280004,0.95400006
114,5750,0.16179733,0.14605439,0.9480001,0.95460004
115,5800,0.14855757,0.14608741,0.952,0.95370007
116,5850,0.14443108,0.14528695,0.9516001,0.95480007
117,5900,0.1496116,0.14541176,0.95680004,0.95510006
118,5950,0.11458987,0.14535747,0.9624,0.9552
119,6000,0.09778682,0.14444079,0.9767347,0.9556
