,step,train_loss,test_loss,train_accuracy,test_accuracy
42,2150,0.33331287,0.2785496,0.8956,0.91650003
43,2200,0.3012569,0.26646075,0.8996,0.92100006
44,2250,0.3123503,0.29949164,0.90120006,0.90900004
45,2300,0.31749377,0.29596406,0.8996,0.90990007
46,2350,0.26556894,0.24592166,0.91760004,0.92560005
47,2400,0.18585466,0.39333934,0.94320005,0.88130003
48,2450,0.280808,0.2636151,0.9128,0.9197
49,2500,0.266297,0.26260987,0.91800004,0.91740006
50,2550,0.29406452,0.24958955,0.91480005,0.9247
51,2600,0.27096045,0.31909445,0.92240006,0.90430003
52,2650,0.2868279,0.30277178,0.91160005,0.9089
53,2700,0.28422314,0.2614662,0.91440004,0.92
54,2750,0.2782166,0.3124818,0.9168,0.9049
55,2800,0.26385304,0.36931726,0.92480004,0.88240004
56,2850,0.2996875,0.2819204,0.91,0.91130006
57,2900,0.27572453,0.3104105,0.9164,0.90790004
58,2950,0.27042675,0.2481859,0.9168,0.92530006
59,3000,0.2580765,0.2879742,0.9236,0.91810006
60,3050,0.2459804,0.25826856,0.9232001,0.92260003
61,3100,0.26785395,0.2527324,0.91840005,0.9269
62,3150,0.25676665,0.27989006,0.92200005,0.91850007
63,3200,0.2739588,0.27511707,0.9132,0.9161
64,3250,0.29780272,0.3097676,0.90680003,0.90230006
65,3300,0.2652609,0.2571789,0.91840005,0.92030007
66,3350,0.27876568,0.26497906,0.9172,0.92140007
67,3400,0.2705298,0.23679404,0.91760004,0.93360007
68,3450,0.23842075,0.25361425,0.9304001,0.92490005
69,3500,0.26331303,0.2319913,0.924,0.93240005
70,3550,0.22108681,0.20923261,0.9272,0.93750006
71,3600,0.14351793,0.29836428,0.95640004,0.90940005
72,3650,0.22248977,0.21463376,0.93520004,0.93950003
73,3700,0.21346791,0.22879045,0.93680006,0.9322
74,3750,0.24537143,0.21461399,0.92080003,0.93920004
75,3800,0.22699833,0.22151476,0.93240005,0.93340003
76,3850,0.22433181,0.23673742,0.92840004,0.9312
77,3900,0.24395156,0.20847583,0.92800003,0.93740004
78,3950,0.22197391,0.2217866,0.9312,0.93590003
79,4000,0.21443057,0.22739425,0.93680006,0.9337
80,4050,0.2198179,0.20442222,0.93720007,0.93850005
81,4100,0.20326583,0.27499068,0.938,0.92260003
82,4150,0.219556,0.21039703,0.9376,0.93770003
83,4200,0.21650751,0.19653007,0.93000007,0.94290006
84,4250,0.21733734,0.22048344,0.9344,0.93430007
85,4300,0.21164308,0.20130382,0.93160003,0.943
86,4350,0.21290368,0.29836935,0.9376,0.91230005
87,4400,0.23606153,0.2022105,0.92640007,0.9394
88,4450,0.20816657,0.20533991,0.93360007,0.9394
89,4500,0.2119551,0.20679648,0.93520004,0.93920004
90,4550,0.23383945,0.20000806,0.93200004,0.94330007
91,4600,0.20513053,0.20015535,0.938,0.9426001
92,4650,0.20086393,0.20913632,0.94040006,0.93700004
93,4700,0.21117306,0.19841182,0.93680006,0.94460005
94,4750,0.16635121,0.18801634,0.9480001,0.94670004
95,4800,0.12450113,0.21345529,0.96680003,0.93710005
96,4850,0.17938945,0.18908879,0.94560003,0.94760007
97,4900,0.17524639,0.18716158,0.94640005,0.94650006
98,4950,0.19515476,0.18468723,0.94040006,0.94650006
99,5000,0.18153532,0.18341796,0.94680005,0.94580007
100,5050,0.17689142,0.19512212,0.94000006,0.94140005
101,5100,0.19265191,0.17795756,0.9448,0.9473
102,5150,0.1806933,0.1770014,0.94200003,0.94820005
103,5200,0.15363058,0.17775615,0.95280004,0.94850004
104,5250,0.18316361,0.17285074,0.94560003,0.9502
105,5300,0.15936889,0.17682554,0.95400006,0.94930005
106,5350,0.16879396,0.17285329,0.95120007,0.9502
107,5400,0.17118517,0.16861576,0.94320005,0.95100003
108,5450,0.176673,0.16987224,0.94640005,0.9502
109,5500,0.16344687,0.17036094,0.95080006,0.94990003
110,5550,0.18298133,0.17117351,0.9452,0.9502
111,5600,0.17578237,0.1714396,0.94960004,0.9502
112,5650,0.18282792,0.16786738,0.94240004,0.95080006
113,5700,0.17080842,0.16851379,0.95000005,0.95180005
114,5750,0.19882952,0.1687246,0.94200003,0.9513
115,5800,0.16835302,0.16783768,0.95080006,0.95080006
116,5850,0.16768332,0.1682731,0.94920003,0.95120007
117,5900,0.17995504,0.16705316,0.94280005,0.95210004
118,5950,0.14876112,0.16799209,0.9584001,0.95170003
119,6000,0.1106488,0.16811159,0.9722449,0.9505001
