,step,train_loss,test_loss,train_accuracy,test_accuracy
0,50,2.0413988,1.4819332,0.31098038,0.4706
1,100,1.1239277,0.8838628,0.6056,0.7059
2,150,0.7550325,0.77809906,0.7548,0.76620007
3,200,0.721218,0.6546684,0.7864,0.80030006
4,250,0.5984178,0.56778485,0.80880004,0.82850003
5,300,0.73351276,0.67267585,0.76720005,0.7828
6,350,0.7161765,0.56283015,0.7864,0.81600004
7,400,0.62409014,0.5560418,0.81200004,0.82170004
8,450,0.62741315,0.58139515,0.80600005,0.82070005
9,500,0.655107,0.58911103,0.794,0.8026
10,550,0.503902,0.6437425,0.8428,0.79810005
11,600,0.55566037,0.48121977,0.83280003,0.83940005
12,650,0.57492375,0.4737401,0.8252,0.84080005
13,700,0.47420844,0.5153901,0.85880005,0.8284
14,750,0.4981292,0.5362786,0.84560007,0.83550006
15,800,0.46905094,0.42390513,0.84840006,0.8672
16,850,0.41376075,0.47253227,0.87720007,0.85450006
17,900,0.415947,0.4038464,0.8712,0.87250006
18,950,0.4482692,0.33992767,0.85880005,0.89790004
19,1000,0.39962783,0.34511694,0.87160003,0.89470005
20,1050,0.39036018,0.39109954,0.88040006,0.87610006
21,1100,0.42483324,0.40186888,0.87240005,0.8766
22,1150,0.3315443,0.37872213,0.89400005,0.88220006
23,1200,0.31308573,0.5073623,0.90440005,0.84950006
24,1250,0.3482566,0.30208808,0.8924,0.906
25,1300,0.34134087,0.37842456,0.90000004,0.87470007
26,1350,0.34613857,0.3333744,0.892,0.8978
27,1400,0.34056562,0.3604297,0.89720005,0.88850003
28,1450,0.39798293,0.45123377,0.87920004,0.85620004
29,1500,0.35498863,0.29292366,0.8924,0.90410006
30,1550,0.36148638,0.2784886,0.89000005,0.9161
31,1600,0.30506995,0.3877842,0.91160005,0.87770003
32,1650,0.34928623,0.34805188,0.8952,0.8888
33,1700,0.35810342,0.36516887,0.8784,0.88790005
34,1750,0.34349936,0.29474613,0.8988,0.90870005
35,1800,0.29783392,0.27215353,0.91240007,0.9179
36,1850,0.3284859,0.35956237,0.9056001,0.8880001
37,1900,0.31301016,0.2883869,0.91040003,0.91130006
38,1950,0.30800143,0.29742783,0.9128,0.91340005
39,2000,0.30456847,0.31013426,0.90800005,0.90370005
40,2050,0.31258053,0.37490973,0.906,0.87750006
41,2100,0.32087195,0.3437498,0.8988,0.8917
