,step,train_loss,test_loss,train_accuracy,test_accuracy
44,2250,0.34190726,0.30337188,0.9028,0.90320003
45,2300,0.3456527,0.29373616,0.89640003,0.91170007
46,2350,0.24800281,0.28579158,0.92280006,0.91240007
47,2400,0.24732223,0.3561739,0.92800003,0.8906
48,2450,0.30522516,0.29787844,0.91400003,0.90630007
49,2500,0.26554665,0.32458404,0.91920006,0.90070003
50,2550,0.33086872,0.27225956,0.90360004,0.91910005
51,2600,0.35172564,0.29714707,0.89800006,0.91
52,2650,0.32697335,0.4028423,0.8996,0.8798
53,2700,0.34327608,0.26994658,0.89680004,0.91740006
54,2750,0.32265472,0.28665856,0.90480006,0.9128
55,2800,0.2823576,0.31531066,0.91800004,0.9024
56,2850,0.29038018,0.29782295,0.91400003,0.91060007
57,2900,0.32116452,0.30273494,0.90440005,0.906
58,2950,0.29999855,0.27740702,0.9164,0.91600007
59,3000,0.29699814,0.31784555,0.9096,0.90110004
60,3050,0.37204728,0.2920245,0.8956,0.90910006
61,3100,0.26747668,0.29859418,0.9172,0.91150004
62,3150,0.27905774,0.3150087,0.91600007,0.9057
63,3200,0.3033504,0.32077435,0.9064,0.90180004
64,3250,0.29096463,0.2687529,0.91160005,0.9172
65,3300,0.28885874,0.29138762,0.9204,0.90870005
66,3350,0.3096863,0.28770012,0.906,0.91230005
67,3400,0.29970425,0.29818702,0.906,0.9049
68,3450,0.29181308,0.24930814,0.91440004,0.92550004
69,3500,0.31453937,0.31602147,0.9096,0.9013
70,3550,0.23465337,0.25002903,0.9276,0.92130005
71,3600,0.20553769,0.31583852,0.94000006,0.90270007
72,3650,0.26427078,0.2750038,0.92120004,0.91270006
73,3700,0.25109768,0.26211736,0.92280006,0.9175
74,3750,0.26402524,0.25683448,0.92280006,0.92140007
75,3800,0.28183413,0.25610235,0.91960007,0.92020005
76,3850,0.2742156,0.33543193,0.91480005,0.89610004
77,3900,0.29006967,0.24485706,0.91520005,0.92270005
78,3950,0.28200892,0.25444493,0.91520005,0.92350006
79,4000,0.24689962,0.27703485,0.9304001,0.9154
80,4050,0.23174964,0.2528118,0.92960006,0.9225
81,4100,0.26517212,0.27350205,0.924,0.9110001
82,4150,0.25073615,0.2463363,0.93160003,0.9236
83,4200,0.26165083,0.23421076,0.92080003,0.92740005
84,4250,0.30463907,0.24606073,0.91200006,0.9233
85,4300,0.23766883,0.2435393,0.9276,0.92740005
86,4350,0.24430072,0.24020627,0.9272,0.9268001
87,4400,0.25934476,0.25520828,0.91880006,0.92080003
88,4450,0.25280154,0.24763745,0.92120004,0.92460006
89,4500,0.24882986,0.23985597,0.9268001,0.92390007
90,4550,0.2598396,0.22854473,0.9236,0.92800003
91,4600,0.24441454,0.23515417,0.92160004,0.92820007
92,4650,0.24685952,0.21871488,0.9312,0.93280005
93,4700,0.25136912,0.23562592,0.93320006,0.9304001
94,4750,0.18600596,0.22531947,0.9408001,0.92910004
95,4800,0.15318702,0.24789615,0.96000004,0.92270005
96,4850,0.23840907,0.22313364,0.92600006,0.93130004
97,4900,0.19617741,0.22304025,0.93920004,0.93250006
98,4950,0.23206304,0.21944551,0.93360007,0.93350005
99,5000,0.23199213,0.21302873,0.934,0.9365001
100,5050,0.21891215,0.22552136,0.93000007,0.9297
101,5100,0.23018104,0.21045643,0.93240005,0.93600005
102,5150,0.23365831,0.2124488,0.92840004,0.934
103,5200,0.21080573,0.21369709,0.94040006,0.93560004
104,5250,0.19660595,0.21251729,0.94280005,0.93570006
105,5300,0.21989979,0.21239854,0.93880004,0.9344
106,5350,0.2156213,0.2103047,0.9448,0.93390006
107,5400,0.20743686,0.2077078,0.93680006,0.93460006
108,5450,0.25856337,0.20697305,0.92640007,0.9351
109,5500,0.18879518,0.20516258,0.94680005,0.93630004
110,5550,0.22174335,0.20482042,0.93200004,0.93680006
111,5600,0.20782393,0.20542268,0.93520004,0.9369
112,5650,0.20684326,0.20491827,0.93520004,0.93720007
113,5700,0.21503836,0.20467052,0.94240004,0.9369
114,5750,0.22147924,0.20426808,0.93360007,0.9366
115,5800,0.21623982,0.20434488,0.93520004,0.938
116,5850,0.21675038,0.20345527,0.94000006,0.93840003
117,5900,0.22361334,0.20291778,0.9376,0.93840003
118,5950,0.16788363,0.2033641,0.95000005,0.938
119,6000,0.1328458,0.20340724,0.9644898,0.93810004
