,step,train_loss,test_loss,train_accuracy,test_accuracy
66,3350,0.1466984,0.1710558,0.9516001,0.9448
67,3400,0.14803918,0.14647225,0.95640004,0.95040005
68,3450,0.13343266,0.13091893,0.9588,0.96010005
69,3500,0.14283864,0.118518844,0.95800006,0.9617
70,3550,0.11654745,0.09355495,0.96440005,0.9717001
71,3600,0.087699726,0.12915808,0.97840005,0.95860004
72,3650,0.1218408,0.10264602,0.96480006,0.9664
73,3700,0.10391349,0.09768971,0.9696,0.97110003
74,3750,0.12918067,0.10195608,0.9620001,0.96590006
75,3800,0.115895495,0.109686695,0.96080005,0.9642
76,3850,0.11466438,0.10047874,0.96520007,0.96870005
77,3900,0.11506647,0.092579,0.9620001,0.9692001
78,3950,0.116462216,0.10557383,0.9664,0.96660006
79,4000,0.101691216,0.090947784,0.96840006,0.97130007
80,4050,0.09724496,0.098603666,0.97400004,0.96800005
81,4100,0.10435601,0.12793428,0.96840006,0.9581
82,4150,0.122652225,0.09993866,0.9628,0.9678
83,4200,0.08981419,0.09306189,0.9732,0.97020006
84,4250,0.11264233,0.098006144,0.966,0.9682
85,4300,0.086330004,0.081598975,0.97400004,0.97360003
86,4350,0.10761677,0.0838975,0.97,0.9732
87,4400,0.09354518,0.08923377,0.97080004,0.97240007
88,4450,0.09676042,0.082687594,0.97360003,0.97510004
89,4500,0.09487644,0.08817939,0.9728,0.9714
90,4550,0.101333514,0.08624689,0.966,0.97380006
91,4600,0.09746018,0.081025936,0.97080004,0.97380006
92,4650,0.095438205,0.07682354,0.96840006,0.97510004
93,4700,0.0958654,0.07547096,0.97160006,0.97650003
94,4750,0.077917986,0.07252361,0.97520006,0.97840005
95,4800,0.06378264,0.07307225,0.98440003,0.97740006
96,4850,0.075352654,0.06968864,0.9768,0.9778001
97,4900,0.07228372,0.067407526,0.9804,0.97900003
98,4950,0.08763123,0.065841995,0.97440004,0.98010004
99,5000,0.0681155,0.0682973,0.97840005,0.9782
100,5050,0.06825499,0.08354382,0.98120004,0.97400004
101,5100,0.07361052,0.06133159,0.9764,0.97950006
102,5150,0.072652176,0.060939226,0.97760004,0.97900003
103,5200,0.063863456,0.061068654,0.98280007,0.98010004
104,5250,0.06085873,0.061318576,0.98240006,0.98060006
105,5300,0.060296603,0.0595286,0.98080003,0.98060006
106,5350,0.0745013,0.060299516,0.9764,0.98060006
107,5400,0.0574739,0.057384178,0.9836,0.98120004
108,5450,0.06754589,0.056248758,0.98,0.98100007
109,5500,0.057511896,0.05651817,0.98200005,0.98170006
110,5550,0.068968736,0.056007147,0.98080003,0.98270005
111,5600,0.057074144,0.055985365,0.98280007,0.98130006
112,5650,0.059786916,0.05538476,0.98280007,0.98170006
113,5700,0.067702144,0.05647811,0.97840005,0.98240006
114,5750,0.07177705,0.056298297,0.9764,0.98270005
115,5800,0.057310496,0.05619783,0.9832001,0.9822
116,5850,0.056601938,0.05583248,0.9832001,0.98230004
117,5900,0.06435323,0.055637844,0.98160005,0.9825001
118,5950,0.055529594,0.05570386,0.98240006,0.98270005
119,6000,0.038306948,0.05537943,0.9881633,0.98280007
