,step,train_loss,test_loss,train_accuracy,test_accuracy
45,2300,0.4367769,0.364283,0.87200004,0.8909
46,2350,0.37056914,0.37252334,0.88080007,0.88430005
47,2400,0.360513,0.4947999,0.8884,0.8464
48,2450,0.42280135,0.39376435,0.88040006,0.87500006
49,2500,0.4199092,0.47322956,0.87280005,0.85490006
50,2550,0.39367178,0.39160162,0.8776,0.88260007
51,2600,0.4119781,0.40997803,0.878,0.87570006
52,2650,0.39403728,0.3680637,0.87880003,0.89000005
53,2700,0.45070088,0.38356405,0.86600006,0.882
54,2750,0.4276735,0.3353625,0.86840004,0.8967
55,2800,0.35446247,0.34874174,0.89000005,0.8938
56,2850,0.40507188,0.429928,0.8848,0.873
57,2900,0.42095107,0.38853213,0.87360007,0.8827
58,2950,0.39142922,0.3590068,0.87520003,0.8888
59,3000,0.386602,0.40034544,0.88360006,0.88140005
60,3050,0.4481917,0.36693007,0.8604,0.88790005
61,3100,0.36588517,0.3556475,0.89040005,0.892
62,3150,0.40600005,0.503731,0.8784,0.8478
63,3200,0.3960578,0.36108246,0.87640005,0.89120007
64,3250,0.3721789,0.3742171,0.88960004,0.8873
65,3300,0.36928153,0.36978003,0.89400005,0.88560003
66,3350,0.4148316,0.3809266,0.87320006,0.88320005
67,3400,0.40370238,0.39283755,0.87240005,0.87570006
68,3450,0.4224614,0.36359254,0.87520003,0.89180005
69,3500,0.38643444,0.3363206,0.89280003,0.8985
70,3550,0.31936938,0.39837715,0.896,0.86990005
71,3600,0.29165083,0.43062872,0.9132,0.8701
72,3650,0.372111,0.37820598,0.8956,0.8798
73,3700,0.35425988,0.3389722,0.88640004,0.90010005
74,3750,0.36611632,0.34890705,0.8888,0.89260006
75,3800,0.3471659,0.33935833,0.89320004,0.89650005
76,3850,0.3397078,0.35316947,0.89720005,0.892
77,3900,0.38074988,0.34017903,0.88360006,0.8977001
78,3950,0.38796908,0.33674636,0.88640004,0.89680004
79,4000,0.31782508,0.32286265,0.90000004,0.9013
80,4050,0.3483571,0.35200083,0.90000004,0.89370006
81,4100,0.33910933,0.34258056,0.90480006,0.89150006
82,4150,0.34963384,0.32600954,0.8952,0.89930004
83,4200,0.3370015,0.31009606,0.8992,0.90540004
84,4250,0.3825857,0.3167036,0.8852,0.90160006
85,4300,0.311626,0.30352756,0.906,0.90880007
86,4350,0.37004122,0.32359776,0.89480007,0.9024
87,4400,0.34991503,0.31151286,0.88960004,0.9057
88,4450,0.31644145,0.32181212,0.9028,0.90050006
89,4500,0.3315802,0.3163473,0.8992,0.90410006
90,4550,0.3714554,0.31193328,0.89000005,0.90650004
91,4600,0.35424367,0.31431144,0.88920003,0.906
92,4650,0.336592,0.31894436,0.90480006,0.90290004
93,4700,0.3491202,0.30850446,0.90320003,0.90650004
94,4750,0.2682409,0.31052732,0.9136,0.90550005
95,4800,0.2309766,0.30425343,0.9312,0.90760005
96,4850,0.31064224,0.29283667,0.9132,0.91120005
97,4900,0.30282414,0.29400676,0.90880007,0.91090006
98,4950,0.3105774,0.30388594,0.9092001,0.9078
99,5000,0.2993924,0.29671103,0.9092001,0.91150004
100,5050,0.30595097,0.31171942,0.9064,0.90410006
101,5100,0.34624657,0.295828,0.89280003,0.9096
102,5150,0.32100457,0.28990304,0.91,0.9125
103,5200,0.27044418,0.29407945,0.91600007,0.91040003
104,5250,0.30551818,0.2950253,0.91960007,0.91150004
105,5300,0.2887679,0.2866431,0.91960007,0.91270006
106,5350,0.29305026,0.2844153,0.91440004,0.9136
107,5400,0.304798,0.28203627,0.9064,0.91220003
108,5450,0.3430428,0.28462714,0.89320004,0.91490006
109,5500,0.28315538,0.28040472,0.92120004,0.9135001
110,5550,0.3313963,0.27979523,0.90800005,0.91420007
111,5600,0.27421093,0.2777759,0.9172,0.91520005
112,5650,0.29488197,0.27942067,0.91160005,0.9146
113,5700,0.28533137,0.28002107,0.91120005,0.91440004
114,5750,0.3306103,0.28088105,0.9064,0.91420007
115,5800,0.32101882,0.279951,0.89640003,0.91450006
116,5850,0.30631936,0.280004,0.9132,0.915
117,5900,0.3100483,0.28028202,0.91080004,0.91520005
118,5950,0.25082782,0.27926275,0.92,0.9161
119,6000,0.21723248,0.27993077,0.9412245,0.9157
