,step,train_loss,test_loss,train_accuracy,test_accuracy
0,50,2.1587706,1.7112694,0.21333332,0.3666
1,100,1.3596503,1.1669034,0.49960002,0.5648
2,150,1.106903,1.0973827,0.57680005,0.5999
3,200,1.002572,1.0356836,0.63640004,0.6534
4,250,1.0129092,1.0846379,0.62560004,0.63320005
5,300,1.0437685,0.94853073,0.62280005,0.65870005
6,350,0.90084654,0.86001354,0.69720006,0.7001
7,400,0.9290743,1.0111338,0.67160004,0.64540005
8,450,0.890995,1.07192,0.67960006,0.64530003
9,500,1.0302315,0.8946691,0.6352,0.6811
10,550,0.9407922,0.9819376,0.67480004,0.6553
11,600,0.8877177,0.7892786,0.6948,0.72720003
12,650,0.8983133,1.0162748,0.6944,0.64430004
13,700,0.82097214,0.8031511,0.716,0.73
14,750,0.77681875,0.75393575,0.74240005,0.7555
15,800,0.8113098,0.7472334,0.73800004,0.7559
16,850,0.7753299,0.69072217,0.73800004,0.78020006
17,900,0.7132157,0.65746063,0.76000005,0.78800005
18,950,0.6913645,0.7152264,0.77480006,0.75930005
19,1000,0.6605424,0.65750253,0.77400005,0.76850003
20,1050,0.69729656,0.7129898,0.78120005,0.7631
21,1100,0.6793979,0.62811023,0.78200006,0.804
22,1150,0.56502175,0.65572006,0.82320005,0.78830004
23,1200,0.59612024,0.72972393,0.81240004,0.7616
24,1250,0.67159605,0.6467261,0.79,0.7918
25,1300,0.60159206,0.6656557,0.80280006,0.78340006
26,1350,0.6455683,0.5961527,0.786,0.8141
27,1400,0.62945575,0.6645588,0.79440004,0.7946
28,1450,0.7069699,0.6538038,0.7724,0.79010004
29,1500,0.68895173,0.6987761,0.7752,0.7638
30,1550,0.63744605,0.56241107,0.80680007,0.82430005
31,1600,0.6229898,0.6523411,0.79600006,0.79200006
32,1650,0.6306656,0.6095859,0.79960006,0.80410004
33,1700,0.59885705,0.58156765,0.80640006,0.8213
34,1750,0.5797724,0.5676663,0.81880003,0.82260007
35,1800,0.63013333,0.5751164,0.80200005,0.81700003
36,1850,0.6415078,0.5926111,0.794,0.8015
37,1900,0.5311085,0.5960697,0.83040005,0.80880004
38,1950,0.6001374,0.5793194,0.8076,0.8191
39,2000,0.6098431,0.55214673,0.8044,0.82310003
40,2050,0.59220153,0.5588625,0.8148,0.82570004
41,2100,0.6017254,0.5905153,0.80320007,0.81750005
42,2150,0.5762576,0.53403205,0.81320006,0.8316
43,2200,0.5889657,0.5630399,0.80280006,0.81540006
44,2250,0.56047434,0.53521603,0.8256,0.83110005
45,2300,0.5606381,0.5558894,0.82000005,0.83260006
46,2350,0.5092191,0.569425,0.84200007,0.81680006
47,2400,0.50680524,0.6924074,0.84560007,0.78230006
48,2450,0.6064845,0.5475359,0.82800007,0.82830006
49,2500,0.55097467,0.63149846,0.8248,0.78970003
50,2550,0.5805874,0.5682273,0.81680006,0.82600003
51,2600,0.5747933,0.54446316,0.81880003,0.83320004
52,2650,0.55269706,0.5477965,0.832,0.8334
53,2700,0.623372,0.5570777,0.80880004,0.81310004
54,2750,0.5764014,0.5194753,0.832,0.83550006
55,2800,0.5471265,0.50859857,0.83280003,0.84180003
56,2850,0.5590395,0.5327027,0.83400005,0.832
57,2900,0.5342894,0.518142,0.82760006,0.84260005
58,2950,0.52143586,0.50746286,0.84040004,0.84370005
59,3000,0.57913107,0.530091,0.82320005,0.8374
60,3050,0.58819807,0.5102155,0.81960005,0.8431
61,3100,0.48599136,0.5362921,0.84160006,0.83100003
62,3150,0.5687217,0.63474274,0.82640004,0.79710007
63,3200,0.54342556,0.5441123,0.82760006,0.8245
64,3250,0.55008775,0.52637357,0.82680005,0.83660007
65,3300,0.53967667,0.53868175,0.83120006,0.83580005
66,3350,0.538281,0.49723086,0.82960004,0.84760004
67,3400,0.5390642,0.5351915,0.83080006,0.8259
68,3450,0.5246364,0.5585977,0.84160006,0.83140004
69,3500,0.50849533,0.49154735,0.84040004,0.8503
70,3550,0.4620825,0.48976466,0.85600007,0.84630007
71,3600,0.45982817,0.58793247,0.8636,0.81920004
72,3650,0.5493489,0.49719068,0.8388,0.84880006
73,3700,0.4916704,0.5110547,0.84480006,0.8299
74,3750,0.5261341,0.49048167,0.83280003,0.85060006
75,3800,0.5317586,0.51741874,0.83840007,0.83620006
76,3850,0.53967214,0.5254058,0.83680004,0.83370006
77,3900,0.57991785,0.49048313,0.82800007,0.8547
78,3950,0.5036092,0.4676985,0.8572,0.8561
79,4000,0.5180492,0.47160408,0.84440005,0.85590005
80,4050,0.52131563,0.5041419,0.8532,0.84430003
81,4100,0.46859768,0.46514353,0.85560006,0.8629
82,4150,0.48464644,0.45927674,0.846,0.8611
83,4200,0.525169,0.48548114,0.84080005,0.8528
84,4250,0.5545992,0.47285113,0.82680005,0.85370004
85,4300,0.4424383,0.4639792,0.85560006,0.85830003
86,4350,0.50385976,0.57514316,0.84920007,0.8256
87,4400,0.49209043,0.47457567,0.84160006,0.85300004
88,4450,0.48922655,0.51012844,0.84800005,0.84840006
89,4500,0.48901382,0.47449616,0.85120004,0.85690004
90,4550,0.49651226,0.46131966,0.8424,0.85700005
91,4600,0.4819568,0.46747103,0.85200006,0.8564
92,4650,0.4934874,0.46424294,0.84760004,0.85810006
93,4700,0.46707597,0.46230727,0.8536,0.8604
94,4750,0.4113119,0.46495295,0.87920004,0.85730004
95,4800,0.40941933,0.45973215,0.8744,0.86240005
96,4850,0.4822438,0.455428,0.86560005,0.8651
97,4900,0.428028,0.45535082,0.86680007,0.86350006
98,4950,0.47270498,0.4671021,0.85160005,0.86
99,5000,0.4814823,0.4545505,0.84440005,0.86750007
100,5050,0.48558202,0.46278366,0.85520005,0.85960007
101,5100,0.5164145,0.44384602,0.846,0.86570007
102,5150,0.46529683,0.4525833,0.87360007,0.86520004
103,5200,0.47749677,0.44189984,0.86160004,0.86390007
104,5250,0.46465752,0.44265515,0.87200004,0.86890006
105,5300,0.43991855,0.44365424,0.86800003,0.86980003
106,5350,0.44598287,0.4394609,0.86480004,0.87110007
107,5400,0.47635847,0.43660462,0.8608,0.87130004
108,5450,0.50894254,0.4376094,0.85080004,0.87200004
109,5500,0.4020847,0.43593025,0.87640005,0.87030005
110,5550,0.47849905,0.43856212,0.85760003,0.87060004
111,5600,0.44714317,0.43695396,0.8568,0.86960006
112,5650,0.44859302,0.43756786,0.86920005,0.8708
113,5700,0.45080015,0.43931913,0.86480004,0.87060004
114,5750,0.4690307,0.4378611,0.8568,0.8705
115,5800,0.44988036,0.4352511,0.8608,0.87060004
116,5850,0.45036215,0.4354653,0.86320007,0.87090003
117,5900,0.4474696,0.4346616,0.85800004,0.87110007
118,5950,0.3864778,0.43579605,0.88600004,0.87100005
119,6000,0.3786157,0.43453708,0.8979592,0.87030005
