,step,train_loss,test_loss,train_accuracy,test_accuracy
39,2000,0.3603395,0.31824845,0.8884,0.8995001
40,2050,0.2905955,0.28192738,0.91200006,0.90990007
41,2100,0.35011306,0.2920864,0.90120006,0.90810007
42,2150,0.31687215,0.26394314,0.9024,0.91700006
43,2200,0.29986852,0.25263557,0.9132,0.92120004
44,2250,0.29549715,0.26426515,0.90800005,0.92030007
45,2300,0.27482188,0.23952304,0.92080003,0.9261
46,2350,0.25197136,0.2477955,0.9232001,0.92310005
47,2400,0.24124452,0.35529536,0.9308,0.88100004
48,2450,0.29804343,0.2354726,0.9096,0.92820007
49,2500,0.2292595,0.22727731,0.93640006,0.93130004
50,2550,0.28351742,0.2418465,0.92,0.92490005
51,2600,0.2814365,0.2742559,0.9128,0.9186
52,2650,0.286471,0.24408467,0.9128,0.92620003
53,2700,0.30312833,0.28466564,0.91,0.91110003
54,2750,0.2863449,0.24056028,0.91520005,0.9254
55,2800,0.23664972,0.34383664,0.92240006,0.89640003
56,2850,0.283538,0.22564605,0.9172,0.93240005
57,2900,0.26927388,0.2355971,0.9168,0.93020004
58,2950,0.23655874,0.2529187,0.93160003,0.92450005
59,3000,0.26618513,0.23378716,0.92640007,0.92660004
60,3050,0.29129934,0.2886641,0.91520005,0.91170007
61,3100,0.2327757,0.23921224,0.93240005,0.93020004
62,3150,0.24518757,0.3213367,0.924,0.89680004
63,3200,0.28057548,0.26337874,0.906,0.9182
64,3250,0.25304684,0.25427768,0.91960007,0.9229
65,3300,0.26791903,0.26579952,0.9132,0.91300005
66,3350,0.24321583,0.22018726,0.9268001,0.9283
67,3400,0.24501294,0.21812111,0.92560005,0.93240005
68,3450,0.23636205,0.21763238,0.92440003,0.93310004
69,3500,0.236153,0.2091925,0.9268001,0.93430007
70,3550,0.20219621,0.19473983,0.94040006,0.9401001
71,3600,0.15165628,0.23080227,0.95720005,0.93160003
72,3650,0.21303178,0.20223163,0.93600005,0.93780005
73,3700,0.18393366,0.18932205,0.94320005,0.9427
74,3750,0.22473288,0.20710962,0.93640006,0.93560004
75,3800,0.24709034,0.2216958,0.92440003,0.934
76,3850,0.21539022,0.22950326,0.93840003,0.934
77,3900,0.22795701,0.1994706,0.9312,0.94070005
78,3950,0.22441825,0.18519866,0.93160003,0.94100004
79,4000,0.17421156,0.20744549,0.94600004,0.9366
80,4050,0.20696715,0.18130904,0.9408001,0.947
81,4100,0.2061383,0.18099873,0.938,0.94750005
82,4150,0.18515465,0.18668263,0.9408001,0.9434
83,4200,0.2165775,0.17939684,0.93880004,0.94560003
84,4250,0.21651274,0.19726004,0.93240005,0.94200003
85,4300,0.17521286,0.16876945,0.95000005,0.95030004
86,4350,0.20252739,0.24481612,0.93560004,0.92350006
87,4400,0.23211582,0.17961451,0.92560005,0.9452
88,4450,0.19302963,0.18140317,0.94280005,0.9423
89,4500,0.20790108,0.18120463,0.938,0.94070005
90,4550,0.20263161,0.17140506,0.93560004,0.94740003
91,4600,0.19332105,0.17400247,0.9376,0.94680005
92,4650,0.19026424,0.16459018,0.94320005,0.95040005
93,4700,0.17324363,0.16633587,0.9480001,0.94940007
94,4750,0.14836492,0.16033918,0.95720005,0.95120007
95,4800,0.11595183,0.17109846,0.96800005,0.94640005
96,4850,0.18164222,0.1601058,0.9488,0.95350003
97,4900,0.1436052,0.15660822,0.95480007,0.95470005
98,4950,0.1876968,0.16517955,0.94960004,0.94900006
99,5000,0.18059035,0.16789211,0.9452,0.94920003
100,5050,0.16148847,0.16494521,0.95440006,0.95190006
101,5100,0.198933,0.1595006,0.9348,0.95070004
102,5150,0.18069154,0.1587913,0.94560003,0.95140004
103,5200,0.14946371,0.15332556,0.95320004,0.9534
104,5250,0.16872112,0.1515922,0.95000005,0.9542
105,5300,0.16011612,0.15126376,0.95280004,0.9531
106,5350,0.15931313,0.15219088,0.94760007,0.9545
107,5400,0.17213003,0.14631213,0.94920003,0.95550007
108,5450,0.17658517,0.14762789,0.94920003,0.9552
109,5500,0.1353956,0.14704794,0.9624,0.9549
110,5550,0.16972198,0.14591192,0.94680005,0.9545
111,5600,0.15974116,0.14750808,0.94360006,0.95430005
112,5650,0.15433365,0.14807029,0.95400006,0.95570004
113,5700,0.17706306,0.14770992,0.94960004,0.9545
114,5750,0.1658524,0.14674118,0.9488,0.95530003
115,5800,0.1562571,0.14589551,0.95320004,0.95550007
116,5850,0.15234672,0.14622943,0.952,0.957
117,5900,0.15249665,0.14594804,0.95400006,0.9552
118,5950,0.13005748,0.14547457,0.96000004,0.95640004
119,6000,0.10211333,0.14571945,0.9746939,0.95530003
