,step,train_loss,test_loss,train_accuracy,test_accuracy
54,2750,0.94263077,0.8728783,0.67080003,0.69250005
55,2800,0.8752309,0.89328086,0.6904,0.6948
56,2850,0.89799285,0.8911654,0.68,0.68600005
57,2900,0.9110777,0.88343644,0.68920004,0.684
58,2950,0.87083614,0.88952225,0.6876,0.7067
59,3000,0.87645423,0.93347347,0.70440006,0.6818
60,3050,0.9541758,0.9008143,0.68920004,0.69130003
61,3100,0.8178349,0.86285716,0.72760004,0.7045
62,3150,0.90062916,0.9079644,0.69560003,0.69200003
63,3200,0.9222296,0.8640233,0.6804,0.70530003
64,3250,0.86587805,0.9204925,0.70400006,0.67340004
65,3300,0.881803,0.88459164,0.69360006,0.7066
66,3350,0.9083361,0.88875484,0.6848,0.6865
67,3400,0.87397873,0.87584096,0.702,0.6995
68,3450,0.828301,0.874274,0.71120006,0.71290004
69,3500,0.89028007,0.8540239,0.7128,0.7261
70,3550,0.77734035,0.9118329,0.73440003,0.6775
71,3600,0.7823723,0.91512126,0.7364,0.69430006
72,3650,0.88406765,0.9318728,0.70320004,0.6715
73,3700,0.84408355,0.8524829,0.7048,0.7152
74,3750,0.8785309,0.86586803,0.69960004,0.7084
75,3800,0.88667214,0.85353446,0.68640006,0.72470003
76,3850,0.8754221,0.8685508,0.71400005,0.6944
77,3900,0.9341676,0.85527396,0.68200004,0.6959
78,3950,0.89331716,0.8456846,0.69960004,0.71050006
79,4000,0.8318064,0.853456,0.71120006,0.71900004
80,4050,0.87045133,0.85739,0.69280005,0.7056
81,4100,0.8697143,0.83712167,0.70000005,0.71410006
82,4150,0.8423286,0.8503411,0.7152,0.7243
83,4200,0.83304775,0.88030493,0.71400005,0.7139
84,4250,0.9332739,0.8708952,0.6976,0.6991
85,4300,0.7956193,0.8375699,0.72760004,0.7153
86,4350,0.8658618,0.90056586,0.708,0.69970006
87,4400,0.86913586,0.8315566,0.70640004,0.7181
88,4450,0.81894696,0.8375018,0.72040004,0.7249
89,4500,0.83137894,0.8433757,0.72880006,0.72
90,4550,0.8558145,0.84419644,0.70960003,0.71830004
91,4600,0.84272945,0.8394349,0.7124,0.71800005
92,4650,0.80068326,0.846979,0.72840005,0.7206
93,4700,0.84320813,0.82486814,0.7268,0.73170006
94,4750,0.745868,0.82835877,0.75680006,0.7289
95,4800,0.7230737,0.85536766,0.76320004,0.71750003
96,4850,0.85094124,0.8314204,0.72120005,0.72620004
97,4900,0.7914459,0.8235623,0.72480005,0.73050004
98,4950,0.8213442,0.8385825,0.73,0.72720003
99,5000,0.8282991,0.8224431,0.71320003,0.72940004
100,5050,0.8298596,0.828328,0.72400004,0.7271
101,5100,0.88819957,0.8165668,0.71040004,0.7307
102,5150,0.8727894,0.8214273,0.71320003,0.72840005
103,5200,0.7942166,0.8218668,0.73200005,0.72910005
104,5250,0.8244943,0.81143993,0.7332,0.7347
105,5300,0.83458304,0.81553876,0.7188,0.73620003
106,5350,0.816457,0.8149887,0.73920006,0.7322
107,5400,0.79868764,0.81182575,0.72880006,0.73740005
108,5450,0.88858384,0.81666565,0.7228,0.72840005
109,5500,0.75072056,0.8117319,0.75240004,0.73420006
110,5550,0.83614975,0.81210667,0.72840005,0.73190004
111,5600,0.8167002,0.8081097,0.72480005,0.7325
112,5650,0.78550804,0.80975556,0.73520005,0.73230004
113,5700,0.8094211,0.8090407,0.73160005,0.7361
114,5750,0.8280734,0.8087174,0.72120005,0.7357
115,5800,0.8160922,0.8084477,0.7268,0.7346
116,5850,0.77821046,0.8090179,0.73920006,0.7357
117,5900,0.8115571,0.8089339,0.7404,0.7354
118,5950,0.7345126,0.8083417,0.7516,0.73530006
119,6000,0.69811195,0.8083616,0.77428573,0.7364
